paragraph;label;tribunal;witness;document;case;date
whether the witness is dutybound to say what he knows here or does he have the right to refrain Because as he has just said in view of Page the fact that he took the solemn declaration here that he would speak the truth what the position is JUDGE MAY When you say Mr Kuci youre not authorised to say what was said in those conversations what are you referring to Was this something you signed when you joined the OSCE Tell us what the authority is THE WITNESS Interpretation I think that the substance of the conversation which is something I didnt take notes about I think this is a matter for representatives of the OSCE I havent signed anything to say that I wont speak but its not my place to discuss the content of what was said between members of the KLA and the members of the OSCE mission conversation JUDGE MAY Were you told by anybody not to repeat the THE WITNESS Interpretation No JUDGE MAY Was there a general rule in the OSCE that interpreters should not repeat conversations which they had to interpret Was there any notion of confidentiality THE WITNESS Interpretation Normally we had to maintain the confidentiality of what was said Trial Chamber confers JUDGE MAY Mr Ryneveld can you assist us on this matter As far as the OSCE is concerned do you know of any policy or the like MR RYNEVELD To be absolutely honest Your Honour I do not;0;2;Osman Kuci;020424IT;IT-02-54;24.04.2002
know of any policy other than the one of general confidentiality to which the witness has referred It seems to me however that the witness is being brought forward to give evidence and I know of no sort of Rule basis Page von  IT httpswww icty orgxcasesslobodanmilosevictransen IT htm whereby this evidence could not be elicited If it does become a matter of a substance  especially the context of what hes saying now  it wasnt an official meeting it was on the street  I dont see how the Prosecution can take the view that we would be opposing On the other hand I cannot speak for the OSCE other than this witness is under a general rule of confidentiality But surely when coming before this Tribunal to give evidence unless its covered by Rule its for Your Honours to decide as to whether or not he ought divulge the nature of that conversation JUDGE ROBINSON Of course Mr Ryneveld if the evidence related to security matters the OSCE itself would be interested in the confidentiality of that kind of information MR RYNEVELD Absolutely Your Honour And since I do not know what the subject matter of this conversation was any more than  its not in the statement Im not in a position to assist the Court on that matter other than Im not aware of anything specific which prohibits this witness from testifying to those questions which the Court permits him to answer JUDGE MAY;0;2;Osman Kuci;020424IT;IT-02-54;24.04.2002
Thank you Trial Chamber confers JUDGE MAY Mr Kuci well hear what the evidence is You are here of course to tell the truth and we think that obligation overrides any general obligation But if the question relates to security at all Page or may relate to security of the OSCE or something of that sort then we will consider ordering the question not to be answered We note that you say you took no notes of the conversation If you can remember what was said say so but if you cant say that you cant remember if thats the position But do your best to answer the questions if theyre relevant and you can answer them Yes Mr Milosevic THE WITNESS Interpretation Well I can say that the OSCE had meetings and had published its report became public And the meetings where I was an interpreter were short encounters for instance on the street where members of the OSCE met representatives of the KLA and asked what the situation was like Is everything in order Has there been any gunfire And for instance Today Serbian police and army convoy passed von  IT httpswww icty orgxcasesslobodanmilosevictransen IT htm in a certain direction Or where the Yugoslav army was deployed And from here we would move on to other places JUDGE MAY So to summarise these were short conversations generally about the deployment of troops or forces that sort of topic THE WITNESS Interpretation Yes JUDGE MAY Yes MR MILOSEVIC;0;2;Osman Kuci;020424IT;IT-02-54;24.04.2002
Interpretation Q So it is your assertion that these two conversations that you mentioned pertained exclusively in terms of their substance to the Serb side Were there any conversations about and did any of the subject matter pertain to that particular interlocutors side that is to say the KLA Page Blank page inserted to ensure pagination corresponds between the French and English transcripts von  IT httpswww icty orgxcasesslobodanmilosevictransen IT htm Page A Could you make the question clearer please Q It was my understanding that your explanation was that the contents of this conversation that is to say the questions and the answers between your employers and the representatives of the KLA pertained exclusively to information related to the Serb side Is that right these convoys A No There were also conversations with members of the KLA between members of the KLA and the Yugoslav army at checkpoints and the like when a convoy of humanitarian aid had to pass and the OSCE checked Q But Im talking about the conversations that you mentioned What was the substance of that part of the conversations that related to the KLA not the movement of convoys of the Serb army and police A The content of the conversation was for instance Whats the situation like Is there any gunfire Are there any problems These were the kinds of conversations we had both with the KLA and with members of the Serbian forces It was mainly members of the mission asking KLA;0;2;Osman Kuci;020424IT;IT-02-54;24.04.2002
members what the situation was like in their areas and where gunfire came from if there was any Q On the basis of what youve been saying can one infer that the members of the mission only put questions to the KLA that they encountered on the way that pertained to the Serb forces or did they also ask questions that pertained to their forces A They asked members of the KLA if there had been gunfire but they would also ask the Serbian forces if there had been gunfire They would ask similar questions to both sides Page Q Who were the people that you were interpreting for in KDOM You met them You worked with them for months Who were these people A I should say again that in KDOM and in the OSCE Verification Mission there were lots of people and I cant really remember their names Im not sure that I can discuss these people Q Well I assume that you worked with the same people during that time while you worked or perhaps this is not correct A We didnt work always with one person or with one team We moved von  IT httpswww icty orgxcasesslobodanmilosevictransen IT htm around Q And how long did you work with the same team A Normally we worked for three days with the same team Q Three days In three days you can probably establish who these people are Can you say anything about who these people are;0;2;Osman Kuci;020424IT;IT-02-54;24.04.2002
JUDGE MAY What is the relevance of this THE ACCUSED Interpretation Well the relevance will be shown by my further questions JUDGE MAY Then ask your further questions to show the relevance MR MILOSEVIC Interpretation Q Were these people civilians or military persons A These people were civilians Q You say that they were civilians Does that pertain both to KDOM and to the Kosovo Verification Mission A Yes All the people I met were civilians and I didnt ask about Page their particular fields of expertise MR RYNEVELD Your Honours JUDGE MAY Yes Mr Ryneveld MR RYNEVELD Your Honours in response to the question you asked me earlier although I outlined our general position I must say that the line of questioning now  and this is of course for the Court to determine  is completely outside the scope other than passing reference to his employment of the nature of the statement that this witness has been tendered for In other words I leave it to the Court to determine how relevant it is but I want to note for the record that there is nothing in his statements about his work with the KDOM or OSCE And I leave it to the Court but I thought I should make that observation JUDGE MAY Yes Weve allowed the questions because the witness did work for them and theres been evidence about them But so far nothing very relevant has appeared Yes Mr Milosevic Bear in mind youve got;0;2;Osman Kuci;020424IT;IT-02-54;24.04.2002
to show relevance for any of this THE ACCUSED Interpretation No doubt the witness did mention in his statement that he worked for the American KDOM and then for the Kosovo Verification Mission I think that the examinations of witnesses to date von  IT httpswww icty orgxcasesslobodanmilosevictransen IT htm notably of General Drewienkiewicz and Lieutenant Colonel Ciaglinski indicated the relevance of the substance of the work of the Verification Mission the presence of a large number of military personnel on the mission and also many elements that indicated that the mission largely focused on preparations for the NATO aggression Since the witness worked Page for the mission  JUDGE MAY That is all a matter of argument and you can make your submissions in due course This witness said he worked for civilians MR MILOSEVIC Interpretation Q All right You said that you met the members of the KLA only in the street You would meet them only in the street Where would you meet them Can you determine that more specifically What does in the street mean A On the street not in the sense of while walking around but in villages where groups of the KLA were where they had checkpoints of various kinds just as the police had in the areas controlled by the Yugoslav police and army So that at the entrance to a village there would be a checkpoint with two soldiers of the KLA And this was the way in which we met;0;2;Osman Kuci;020424IT;IT-02-54;24.04.2002
people Q And when you would enter a village would you talk to any KLA A I didnt have any opportunity to talk to KLA commanders or members members then of the KLA Q It was my understanding that you said that you were in these conversations twice in these situations of conversations between your employers and representatives of the KLA that that was at the time when you worked for the American KDOM Is that right A No This was with the OSCE When I was working for the American KDOM I wasnt involved in conversations with members of the KLA Page Q All right Lets go on Let us continue with your statement In paragraph page at the very end Since you describe the number  the colours of the uniforms of the army and the police you say I was never in a position to see their shoulder patches  Can I understand that to mean that you were not in any close von  IT httpswww icty orgxcasesslobodanmilosevictransen IT htm contact with them since you used the word never  that you could never see them That is to say that you never had any close contact with the military or with the police the kind of close contact which makes it possible for you to see their shoulder patches A Youre referring to the Serbian army and police arent you Q Yes Yes I am talking about your statement and what it contains that is;0;2;Osman Kuci;020424IT;IT-02-54;24.04.2002
to say that you were never in that kind of contact with them that would make it possible for you to see their shoulder patches A Yes During work with the OSCE yes I was close And the Serbian place had the blue camouflage  JUDGE MAY The examiner has moved on and hes asking you about a passage in your statement Mr Kuci when the OSCE had left and Serb forces moved in to Suva Reka and you were able to see various units in the town and you said that the VJ wore green camouflage uniforms and the MUP had blue camouflage uniforms but you said you were never in a position to see their shoulder patches Is that right THE WITNESS Interpretation Yes That is precisely what I want to clarify During work for the OSCE yes we were was in close contact and I was able to see the shoulder patches But after the departure of the OSCE mission it was only normal that I wasnt close enough and I was Page only observing their positions at a distance from my house I could only see which one was a police uniform which one was an army uniform but I wasnt close enough to see that I could only see that from the window of my house MR MILOSEVIC Interpretation Q In paragraph page of the other statement you say and Im going to quote the entire sentence I also wish to say that I was;0;2;Osman Kuci;020424IT;IT-02-54;24.04.2002
told that when the OSCE leaves Kosovo I should hide so that the Serb police would not arrest me It is for that reason that I never left my apartment  Who said to you that you should hide so that the Serb police would not arrest you You say that you were told Who said that to you A The head of the OSCE mission in Suhareke said this Q As a matter of fact you move on to say that you were aware that you might be killed However your statement shows that you were in contact with the police that nobody arrested you and that nobody harmed von  IT httpswww icty orgxcasesslobodanmilosevictransen IT htm you Is that right or is that not right A After the departure of the mission it was obvious that an interpreter who should work for the OSCE could be a target I personally was not harmed but perhaps others were killed I know that I was threatened as Ive stated there in my statement Just before passing the border they put myself at gunpoint and I could say that I was near death there Q Yes But your entire statement which refers to your departure and crossing the border refers to several contacts you had with the police Page but nobody arrested you although they knew that you had worked for the OSCE Is that right or is that not right A I do not know how clear this is When;1;2;Osman Kuci;020424IT;IT-02-54;24.04.2002
I left the house and until I reached the point Im not sure that every single policeman ought to have known that I worked for the OSCE They might not I was part of a convoy with other people that were leaving Q All right Lets move on It is quite clear that nothing happened to you After all that is something that you never claimed anyway Towards the end of page the third paragraph from the bottom  Im referring to your second statement  you say that you travelled to Kukes with a person a woman who told you that the inhabitants of the village were told to go to Albania Thats what it says here The police kept some of the men in the village They were lined up at the school and executed She did not see the execution So that person did not see the execution that she told you about So you heard about an execution from a person who is not an eyewitness of that execution herself Is that right or is that not right A As stated there she was there She helped us She wanted a lift in our tractor As I said she said that they held all the males and they let the women alone as she has described it The men were lined up for execution So basically what Im trying to say is that she left she hasnt seen them and I havent seen them either Q;1;2;Osman Kuci;020424IT;IT-02-54;24.04.2002
All right Thats what I wanted to hear Then towards the end of your statement you say  your statement is short  the beginning of the second page The police and the army did Page von  IT httpswww icty orgxcasesslobodanmilosevictransen IT htm not escort us except for the fact that we saw police cars on the way Then we came to Prizren  And the last sentence in your statement reads We crossed without being insulted or illtreated  Is that right A Actually my family and myself were not illtreated physically On the route to Prizren we saw Serbian police and civilian Serbs which were driving in the opposite direction at high speed And as Ive said around Prizren we were insulted with the specific words that Ive mentioned there Go away Youll never return You asked for NATO to come in NATO will help you now  and so on and so forth and other words to this effect or illtreated  Is that right Q You said in the last sentence We passed without being insulted JUDGE MAY Yes That is the border Before that he describes in the statement various incidents including having to give them money THE WITNESS Interpretation Yes that is correct A few metres to the border where the convoy had been stopped  because not everybody could pass speedily through There was a very long convoy So waiting in that convoy there were two policemen who pointed their pistol towards;1;2;Osman Kuci;020424IT;IT-02-54;24.04.2002
me and they asked me for my money or be killed and I gave them money as Ive explained over there The same happened to my brother They threatened him with a pistol in his chest and took his money away I consider this to be a grave insult I do not know what kind of other Page Blank page inserted to ensure pagination corresponds between the French and von  IT httpswww icty orgxcasesslobodanmilosevictransen IT htm English transcripts insults you could be referring to MR MILOSEVIC Interpretation Page Q Im quoting your own statement when I put these questions to you As for what you have been claiming in terms of what happened to you of course it would have been hard had it happened However during my crossexamination Ive been trying to establish what is true out of all the things that youve said I cant find a particular section now but didnt you write down here that you were a teacher for a time before you went into this other business A Yes Q Where did you work as a teacher A In Suhareke secondary school Which school A Primary Q The name of the school Q In which school did you work in Suva Reka Elementary school A It was called the th of March Shtate Mars school in Suhareke Q How many teachers were there in that school A I do not know the exact number but it is about or Q How many pupils;1;2;Osman Kuci;020424IT;IT-02-54;24.04.2002
A I do not know Q Were there or or or von  IT httpswww icty orgxcasesslobodanmilosevictransen IT htm A Somewhere in the region of to Trial Chamber confers Page JUDGE MAY Weve heard enough now about education Its no part of the witnesss statement Mr Milosevic THE ACCUSED Interpretation This witness said that he worked as a teacher so since he worked as a teacher and since the question of education is greatly challenged in the case of some witnesses I just wanted to ascertain that he worked in a school where there were about pupils and about or teachers So were not going to go back to that MR MILOSEVIC Interpretation Q Who did you make all your statements to A Which statements are you referring to Q Statements of this kind the ones that have to do with the events that youre testifying about for these purposes Who did you give the statements to A People who work for the Tribunal naturally Q But I have information that before giving a statement to the investigator working for this institution that you gave a statement on the th of April to people from the International Crisis Group and it is a statement of the th of April A I cannot remember having given any statement to the International Crisis Group It could be a mistake Q I have made a note of this from the information that is accessible to me In fact you gave statements on three;0;2;Osman Kuci;020424IT;IT-02-54;24.04.2002
occasions is that right A The statements that Ive given were mainly given to people working for this Tribunal I cannot remember  Im not aware of ever having met members of the International Crisis Group Page MS ROMANO Your Honours  JUDGE MAY Yes MS ROMANO The witness gave a statement to the  he might not remember the institution It was when he was in Tirana and it was for the ICJ I have in hand two statements to the Croatians and that was also disclosed to the accused and to the amici JUDGE MAY Thank you von  IT httpswww icty orgxcasesslobodanmilosevictransen IT htm THE ACCUSED Interpretation Thank you very much MR MILOSEVIC Interpretation Q So you gave statements twice to representatives of the International Crisis Group and in none of those statements did you make mention of the fact that the police stole cars in Zur You mentioned that for the first time in the talk on the th of June Why didnt you bring that matter up earlier on these occurrences if they did indeed take place A This did really happen It could have been possible that when I gave the first statement not everything came to my mind In the second statement I filled it up with more of what I was able to recall Q But as you can see in both these two statements according to your own definitions that it didnt come to your mind it didnt occur to you;0;2;Osman Kuci;020424IT;IT-02-54;24.04.2002
it did not occur to you it did not come to your mind JUDGE MAY Thats his answer It didnt come to mind MR MILOSEVIC Interpretation All right Q Now since you worked for the Verification Mission and before Page that the KDOM  that is to say without a doubt you were one of the bestinformed people around when it comes to the Albanian population in that area  now do you know of an event that took place on the st of March when between hours or rather between hours and hours and then later on between and hours Albanian terrorists opened fire on members of the police force who were in your municipality in the village of Rastani Do you know of that event A No On st of March no doubt I was at home because the OSCE mission had left as far as I remember on the th of March And after that time I didnt go out on the street Q But you did communicate with someone I assume and occurrences of that kind must have been something that was heard about because they were in the vicinity So is your answer you know nothing about it A No I havent heard of this case because the village that youve mentioned is a long way from my home Q And do you know something else that took place in your municipality on that same day in the village of Movljane when cumulative missiles launched;0;2;Osman Kuci;020424IT;IT-02-54;24.04.2002
from a handheld rocket launcher members of the KLA once again hit a target and it was the police Did you hear about that von  IT httpswww icty orgxcasesslobodanmilosevictransen IT htm On that same day On that same st of March A No From my house perhaps I heard gunfire in the area but I know nothing about this specific case that youve mentioned Q And what do you mean when you say you might have heard Did you hear or did you not hear about it A I can say I did hear gunfire but I dont know where they came from or who shot Page Q All right But now do you know about another event that took place in Suva Reka itself on the nd of March at hours in fact in Suva Reka The streets name was Cara Dusana A the number of the house Albanian terrorists stormed the Balkanbelt shop  Balkanbelt Suva Reka is a wellknown company  and shot Bogdan Lazic with several bullets He was from the village of Sopina but this took place in Suva Reka on the nd of March at hours which means right by you where you were Do you know about that event A I said that after the th of March I didnt leave my house until the date when I crossed the border to Albania So I saw nothing of events of this kind and I heard nothing Q Did you hear anything about;0;2;Osman Kuci;020424IT;IT-02-54;24.04.2002
the killing of Elshan Sheqiri He was born in And it took place in the village of Pecane in the municipality of Suva Reka Did you hear about that A No I didnt know this person and I havent heard of this incident Suva Reka properly Q And did you hear about the name of Kuci Namil sic also from A Could you repeat the question again I didnt hear the name Q The name is Kuci Namil sic JUDGE MAY And whats question THE ACCUSED Interpretation Well the question is whether he has heard about him because hes from Suva Reka And this man was killed Page too JUDGE MAY Do you know anything about this THE WITNESS Interpretation No I  this name Namil is not known to me Ive never heard of it von  IT httpswww icty orgxcasesslobodanmilosevictransen IT htm MR MILOSEVIC Interpretation Q And have you heard of the killing of a policeman by the name of Slobodan Petkov in the village of Pecane in your own municipality Suva Reka A No I havent heard of this JUDGE MAY Do you know anything about these matters which hes putting to you the OSCE left THE WITNESS Interpretation No Ive heard of none of these JUDGE MAY Your evidence is you stayed in your apartment after THE ACCUSED Interpretation Apologise for just one moment THE WITNESS Interpretation Yes JUDGE MAY Mr Milosevic your time is very nearly up but well let you ask another question if;0;2;Osman Kuci;020424IT;IT-02-54;24.04.2002
you want THE ACCUSED Interpretation I just want to put something right MR MILOSEVIC Interpretation Q I couldnt see the name properly It wasnt Kuci Namil It was Kuci Qamil That was the name There was a blur on my paper Did you hear about him Kuci Qamil from Suva Reka His name was Kuci Qamil A I heard about this case after I returned from Albania I didnt hear anything about it at the time Page Q And do you happen to know that from the beginning of onwards up until the beginning of the war that is to say the th of March and throughout the time that you were there do you know that it was mostly Albanians who were killed by the KLA And have you heard of the following name Bajraktari Bafti from Budakovo for example who was killed in A No I have never heard of any of these names or incidents that September you have mentioned JUDGE MAY Very well No Youve had your extra question Mr Tapuskovic have you questions for this witness THE ACCUSED Interpretation I have one more question please I have names here a list of names of Albanians from the Suva Reka municipality who were killed by KLA terrorists MR MILOSEVIC Interpretation Q Now have you heard of a single Albanian who was killed by the KLA von  IT httpswww icty orgxcasesslobodanmilosevictransen IT htm in the territory of your municipality Do you want me to read out;0;2;Osman Kuci;020424IT;IT-02-54;24.04.2002
those JUDGE MAY No Can you answer the question The question was Have you heard of a single Albanian killed by the KLA in the names municipality THE WITNESS Interpretation No I havent heard of any JUDGE MAY Very well Yes Mr Tapuskovic MR TAPUSKOVIC Interpretation Your Honours the amici have no questions to ask Mr Kuci Thank you MS ROMANO Just one matter Reexamined by Ms Romano Page Q Mr Kuci when you were describing the conversations that the KVM staff had with the KLA staff and the ones who were present can you clarify if during the conversation there was any indication that the KVM was helping the KLA staff by saying where the VJ or the MUP positions were Q Thank you A No As far as I was present  as far as my impressions went the OSCE mission was unbiased and impartial and neutral MS ROMANO No further questions Your Honours JUDGE MAY Mr Kuci that concludes your evidence Thank you for coming to the Tribunal to give it Youre free to go THE WITNESS Thank you as well The witness withdrew MR RYNEVELD If it please the Court the Prosecution calls Hadije Fazliu JUDGE MAY While were waiting for the witness Mr Ryneveld may I deal with some practical matters Hearings this week Tomorrow well be sitting from to On Friday there will be a change to the programme which has been necessitated because of a change in circumstance We will sit from until;0;2;Osman Kuci;020424IT;IT-02-54;24.04.2002
sometime after fairly shortly after Just so that everybody should be warned of that The other matter concerns the witness statements and Im not sure that we have yet got number on the list of the th of April Aferdita Hajrize Now I may be wrong about that Could you check it out Page von  IT httpswww icty orgxcasesslobodanmilosevictransen IT htm Blank page inserted to ensure pagination corresponds between the French and English transcripts Page MR RYNEVELD We certainly well Yes Your Honour Yes Your Honour I believe that we have provided that particular statement yesterday to  through the normal channels for the Court I might also indicate Your Honours while were waiting for the witness to be brought in that Exhibit page might be of some assistance to show the village where the next witness is from Also on Exhibit map JUDGE MAY Well have the witness MR RYNEVELD Yes The witness entered court JUDGE MAY Yes If you would like to take the declaration von  IT httpswww icty orgxcasesslobodanmilosevictransen IT htm THE WITNESS Interpretation I solemnly declare that I will speak the truth the whole truth and nothing but the truth JUDGE MAY Thank you If youd like to take a seat WITNESS HADIJE FAZLIU Witness answered through interpreter MR RYNEVELD Thank you Examined by Mr Ryneveld Q Now Witness could you state your full name for the Court please A Hadije Fazliu ethnic Albanian A Yes Q And am I correct that you are;0;2;Hadije Fazliu;020424IT;IT-02-54;24.04.2002
presently an unmarried Muslim Q And what village did you reside in in Page A Turicevc Q And can you indicate for us please where your village is located Whats the nearest closest town A Skenderaj and Klina are roughly the same distance MR RYNEVELD Might the witness please be shown Exhibit at Q All right page  page A Yes that A Indicates correct A Turicevc Q Witness when the usher puts this map you will see it on the screen in front of you but Im going to ask you to use the pointer  Q  and tell us if you can locate on the screen beside you that is the map where your village is located MR RYNEVELD And it may assist the Court If you look at page the righthand column number about two inches to the left of Q Could you point that out for us please Q All right Witness Youre now pointing to a location where there seems to be a convergence of some roads and where it says Turicevac Q Thank you And that is in the municipality of what Srbica von  IT httpswww icty orgxcasesslobodanmilosevictransen IT htm A Yes Q Thank you You can turn away Thank you Now just a couple of other questions if I may I understand that youve lived there all your life Is that correct Page A Yes Q And what was your former occupation A I worked at a book shop Q Thank;0;2;Hadije Fazliu;020424IT;IT-02-54;24.04.2002
you Now Witness did you give a statement to investigators from the Office of the Prosecutor on the st of October Q And subsequently on the th of February of this year were you provided with a copy of your statement in the Albanian language Q And at that time did you appear before a presiding officer of the Court and tell that officer that the contents of your statement were true and accurate to the best of your knowledge and belief A Yes A Yes A Yes Q Thank you MR RYNEVELD Might that statement now be tendered as the next exhibit please Your Honour I might while were awaiting distribution indicate that I have provided a copy of a skeleton summary of that for the benefit of the translators and I believe the Court may also have a copy If I may I JUDGE MAY Well get an exhibit number first Mr Ryneveld propose to read that now MR RYNEVELD Oh sorry THE REGISTRAR That will be Exhibit Your Honours Page MR RYNEVELD Thank you Your Honours this witness in her statement describes that her village has roughly a hundred houses and a total population of about a thousand people She describes that its about kilometres from the town of Srbica and about kilometres from Klina It indicates that the KLA had headquarters in the village at the school and when NATO bombing began many refugees from Prekaz had already sought refuge in Turicevac von  IT httpswww;0;2;Hadije Fazliu;020424IT;IT-02-54;24.04.2002
icty orgxcasesslobodanmilosevictransen IT htm She goes on to describe that on the th of March at roughly Serb forces began shelling Turicevac from the direction of Broje Villagers and refugees including the witness fled in a convoy heading toward Tusilje also in the Srbica municipality where many other refugees had sought refuge Well apparently Serb forces eventually surrounded Tusilje on the th of March at roughly a m They approached from both Klina and from Srbica The police arrived first on foot firing their weapons followed by the army in tanks and other vehicles At the police and military began directing the refugees through towards Klina En route through to Tusilje more than men were separated from their families and sent to Srbica where Serb forces questioned them in the local school The women children and elderly continued toward Klina passing soldiers with tanks and armoured vehicles En route to Klina the witness and her family left the convoy for their own village Although the village had been burned and damaged they stayed at their family home for two days Many other refugees came to the village and on the st of April the police arrived in civilian Page cars that they had stolen from Kosovo Albanians They killed three people in the village sent the remainder toward Klina in a convoy of more than a thousand Along the route the witness saw burned villages and bodies of men and older boys After stopping in other villages overnight and along;0;2;Hadije Fazliu;020424IT;IT-02-54;24.04.2002
the way on the nd of April the witness and her group arrived at Klina Police in Klina directed them onto trucks driven by gypsies heading towards the village of Volujak Tanks and troops lined the road to Volujak and from there they walked towards Djakovica The police didnt stop the refugees but maintained checkpoints along the road When the convoy arrived at Djakovica walking through the citys outskirts the witness saw neighbourhoods on fire shops damaged and destroyed The witness and her group followed the other refugees from Djakovica suspecting they would know the quickest route to the border They were not provided with food or water and the witness heard that young women taken from the convoy had probably been raped and illtreated On the th of April the refugees left Djakovica and walked to the border crossing of Qafe e Prushit There she saw a large presence von  IT httpswww icty orgxcasesslobodanmilosevictransen IT htm of Serb forces on the road from Djakovica to the border and the Serb forces told the refugees that the area on either side of the road was mined and that they should hurry to the border as NATO might attack To reach the border the refugees had to climb a steep hill leaving some of the elderly and sick behind That is the general outline of her statement and I have no further questions JUDGE MAY Thank you Well adjourn now Crossexamination after the break Page MR RYNEVELD Thank you Might;0;2;Hadije Fazliu;020424IT;IT-02-54;24.04.2002
I also at the beginning of the next session raise a brief issue with the Court about clarification of the Courts interpretation of the number of witnesses JUDGE MAY Yes MR RYNEVELD Thank you JUDGE MAY By all means Ms Fazliu were going to adjourn now for an hour and a half Could you remember not to speak to anybody about your evidence in the adjournment and until its over and that does include members of the Prosecuting team Would you be back please at half past  Luncheon recess taken at p m Page  On resuming at p m JUDGE MAY This is a ruling of the Trial Chamber on the facilities provided for the accused for his defence von  IT httpswww icty orgxcasesslobodanmilosevictransen IT htm The procedural background is as follows The accused has on a number of occasions complained about the lack of facilities available to him to conduct his defence Further to an undertaking given by the amicus curiae on the th of February the amici curiae filed a Brief on the provision of adequate facilities to allow the accused to prepare his defence  and on the th of March the Trial Chamber ordered the Registry to provide a report on the facilities available to him This report was filed on the th of March and was discussed during public session on the th of April at which time both the accused and the amici curiae made various observations as to the adequacy;0;2;Hadije Fazliu;020424IT;IT-02-54;24.04.2002
of the facilities provided Article of the Statute sets out certain minimum guarantees to which an accused appearing before the Tribunal is entitled including the right to have adequate time and facilities for the preparation of his defence The Trial Chamber has reviewed the report from the Registry relating to the facilities provided to the accused and is satisfied that all possible efforts are being made to assist him As a general principle the accused is treated in the same way as all other accused Any variations have been put in place by the Registry in an attempt to assist him in light of the fact that he wishes to conduct his own defence Page First and contrary to the repeated assertions of the accused he is not and never has been kept in isolation He is allowed to mix with other detainees at the Detention Unit and to receive visits in accordance with the standard procedures As a result the accused receives regular visits from members of his family and from representatives of various organisations The regime for legal visits  by which I mean visits that are fully confidential  has been complicated by the fact that for many months the accused refused to identify those persons with whom he wished to communicate and then when such visits were offered by lawyers that he had asked to meet he declined to communicate with those persons That position is now resolved following the appointment of two persons as his;0;2;Hadije Fazliu;020424IT;IT-02-54;24.04.2002
associates and the Trial Chamber is satisfied that the accused has von  IT httpswww icty orgxcasesslobodanmilosevictransen IT htm adequate facilities for the preparation of his defence as guaranteed by Article of the Statute The accused can now meet with his two associates on a confidential basis at the Tribunal during breaks in the court proceedings and at the Detention Unit at the end of the day The length of these visits is governed by the regulations in place at both the Detention Unit and the Dutch prison in which it is located which apply to all detainees and their counsel He can also communicate freely with the two associates by telephone from the Detention Unit including at the weekend and as an exception not available to other detainees who have appointed Defence Page Blank page inserted to ensure pagination corresponds between the French and English transcripts von  IT httpswww icty orgxcasesslobodanmilosevictransen IT htm Page counsel by telephone from the Tribunal during the day The associates can help the accused in making photocopies and sending faxes at the premises of the Tribunal during the day and limited facilities are also available to do this at the Detention Unit In addition to facilities similar to those provided to the other detainees the Registry also provides additional copies of documents served in the proceedings for him to discuss with his associates The accused may review video material and use a computer in his cell although for security reasons it is not;0;2;Hadije Fazliu;020424IT;IT-02-54;24.04.2002
permitted for any accused to have email and Internet access Yes That concludes the ruling Mr Ryneveld there was a matter you wanted to raise MR RYNEVELD Yes Thank you Your Honour Actually two matters if I may The first is a response to Your Honours question to me this morning about the witness statement Our records indicate that we in fact had produced the witness statements of that witness to the Senior Legal Officer on the th of April and then additional copies were provided on the nd of April So hopefully copies of that witness statement have made their way to Your Honours JUDGE MAY That appears to be the position I now understand but equally weve made no ruling upon it MR RYNEVELD I appreciate that JUDGE MAY So we will at an appropriate time have to make a ruling MR RYNEVELD I understand that I was just responding to your Page issue about getting the statement to you for review so you could make a ruling Thank you The second matter Your Honour deals with a comment by the Court I believe it was last Monday concerning the witnesses And just so that Im completely clear about to what extent the Court is referring to witnesses my understanding was back on the th of January and the th of January when the issue of witnesses came up  Ive checked the record and the Court asked me to deal with a point in the order and;0;2;Hadije Fazliu;020424IT;IT-02-54;24.04.2002
I indicated to the Court that we then anticipated calling witnesses by way of viva voce evidence of the potential that we had put in our von  IT httpswww icty orgxcasesslobodanmilosevictransen IT htm ter filing I then outlined to the Court the numbers and how they were broken down But I also indicated that the Prosecution proposes to call by way of viva voce evidence and with the leave of the Court will tender crimebase witnesses by way of bis statements And I indicated that the Prosecution would then seek leave of the Court to call additional witnesses viva voce in the event the Court didnt grant permission for those witnessess evidence to be submitted by way of bis Then at that time the Court clarified with me how I arrived at the figure and the exchange went something like this JUDGE MAY In the document there are numbers for the live witnesses and there appear at the moment to be live witnesses that youve numbered with the possibility of a further MR RYNEVELD Yes Page JUDGE MAY Would that be right Thats your MR RYNEVELD Thats my JUDGE MAY Then we have your bis your written statements and they number up to  is this right  to MR RYNEVELD Thats absolutely correct  The Court then indicated JUDGE MAY We consider that a total of  THE INTERPRETER Mr Ryneveld please slow down when reading MR RYNEVELD Sorry Im apologising to the interpreters for reading too fast;0;2;Hadije Fazliu;020424IT;IT-02-54;24.04.2002
